,anger_percent,sadness_percent,joy_percent,Counts
0,0.33328621730519503,0.40814077689694095,0.19024157376306747,1252
1,0.1020137039200959,0.11866177132141648,0.16155772044408337,2074
2,0.09940840814648105,0.13712443556982337,0.5728908858152495,1274
