date,anger_percent_weighted,sadness_percent_weighted,joy_percent_weighted
"July 14, 2016",0.194216038419,0.232579269198,0.0408505758401
"July 21, 2016",0.216286828651,0.197489584897,0.0618808639436
"July 28, 2016",0.196787359549,0.229673672943,0.264085703763
"June  2, 2016",0.247226741214,0.134190104151,0.0339552202273
"June  9, 2016",0.0838256370772,0.0673329614875,0.210676164218
"June 16, 2016",0.168668333742,0.186793818126,0.172015066182
"June 23, 2016",0.27140066785,0.343400661969,0.0239398343472
"June 30, 2016",0.194755139643,0.163494632035,0.213419879731
"November  3, 2016",0.181110388384,0.159741186539,0.25734616887
"November 10, 2016",0.208865879414,0.154853018754,0.196604935096
"November 17, 2016",0.201865539219,0.167476845885,0.173166164652
"October  6, 2016",0.120982497259,0.170268938964,0.219971174337
"October 13, 2016",0.119745572646,0.218433311881,0.109979761549
"October 20, 2016",0.165417939002,0.0818626524293,0.0880451316081
"October 27, 2016",0.126969108931,0.196143212735,0.210971433749
"September  1, 2016",0.298643399677,0.223219668605,0.109505201965
"September  8, 2016",0.245560433384,0.127048190227,0.20211913767
"September 15, 2016",0.233492590174,0.182482564727,0.0592303046941
"September 22, 2016",0.164002669373,0.118402262183,0.110472962177
"September 29, 2016",0.219690514345,0.306393143596,0.0656671476113
"August  2, 2016",0.109136581627,0.30647550524,0.025373110096
"August  9, 2016",0.10488547143,0.1149903515,0.0312844196321
"August 16, 2016",0.265397114052,0.251245203501,0.18262003719
"August 23, 2016",0.199434818898,0.237055091271,0.156718753198
"August 30, 2016",0.285382442711,0.230551771063,0.154485152618
"July  5, 2016",0.165927360985,0.2485824241,0.210910240438
"July 12, 2016",0.109089714383,0.114125161577,0.0669784442023
"July 19, 2016",0.2299240974,0.156300373304,0.0982510245917
"July 26, 2016",0.0909870703536,0.0876498880386,0.242004458806
"June  7, 2016",0.315121139331,0.361472245863,0.0901334420828
"June 14, 2016",0.323457309669,0.206765709969,0.0675243545924
"June 28, 2016",0.193940241735,0.152797153017,0.224937793175
"November  1, 2016",0.242976688314,0.184651231891,0.110984890721
"November  8, 2016",0.118542955232,0.119482303687,0.153724131502
"November 15, 2016",0.114723339764,0.0776535598342,0.15455026465
"October  4, 2016",0.210881648778,0.140554143334,0.105848710351
"October 11, 2016",0.102323449335,0.197350394164,0.12071419156
"October 18, 2016",0.142359492394,0.112473929451,0.201165818594
"October 25, 2016",0.126367374674,0.185322350629,0.1851069644
"September  6, 2016",0.129391835904,0.220700700788,0.0999187494527
"September 13, 2016",0.177824447885,0.101910344321,0.0515353122031
"September 20, 2016",0.208865353769,0.182761516992,0.319142190418
"September 27, 2016",0.134110993122,0.263868007712,0.299915159833
"August 10, 2016",0.148761603012,0.237702597038,0.0506274406413
"August 17, 2016",0.188075355216,0.194998479781,0.11898294323
"August 24, 2016",0.149336976451,0.136041437717,0.264646612437
"August 31, 2016",0.115291742995,0.0894640650851,0.129342433834
"July  6, 2016",0.407918017419,0.0484980456681,0.244165310759
"July 13, 2016",0.173477219771,0.123532285435,0.220263556659
"July 20, 2016",0.188355416876,0.0670407301954,0.0907969791154
"July 27, 2016",0.194051065858,0.183604874906,0.144594197178
"June  1, 2016",0.0982614920576,0.0987225186164,0.0994462153928
"June  8, 2016",0.139097410191,0.104304018648,0.10960059607
"June 15, 2016",0.242371609269,0.187461456807,0.110267277403
"June 22, 2016",0.310683060524,0.16458419747,0.168207428936
"June 29, 2016",0.231200066744,0.15408727925,0.0654006919407
"November  2, 2016",0.25672556547,0.118661376788,0.136533623612
"November  9, 2016",0.286015258741,0.196630262256,0.0565425414391
"November 16, 2016",0.182124346172,0.160985312932,0.218927889892
"October  5, 2016",0.123978459272,0.135584296669,0.263912330011
"October 12, 2016",0.330091389428,0.391136220632,0.0582919576501
"October 19, 2016",0.159063812204,0.190608720337,0.0984257202022
"October 26, 2016",0.216300049583,0.183492723188,0.280238138124
"September  7, 2016",0.0876267148702,0.06356220811,0.140570234014
"September 14, 2016",0.0967125490629,0.0903557934561,0.143166936521
"September 21, 2016",0.298274454055,0.223348114378,0.0986074682362
"September 28, 2016",0.235488423219,0.20593675646,0.149817533031
