Track Name,Artist,name,negative,positive,anger,fear,anticipation,surprise,trust,sadness,joy,disgust,wordcount,lyrics,negative_percent,positive_percent,anger_percent,fear_percent,anticipation_percent,surprise_percent,trust_percent,sadness_percent,joy_percent,disgust_percent
Tookie Knows II,ScHoolboy Q,Tookie Knows II--ScHoolboy Q,24,7,21,10,7,2,6,3,4,14,37,"Oh, we might die for this shit, nigga Uh, might go down for this shit, nigga Gang, gang bangin' that Crip shit  Niggas said cuz in the first grade In the shade where the cops can't see us Eighteen, tryna dodge the cage It was cool 'til that gang sweep Now I'm in back of a van And my wrists got a band Got a number for a name No name on the visit, no card get accepted Now I'm forced to a man Murder raps, where you from? Put the nigga on his pockets Watch the COs, they be watchin' Counting noodles for the hustle County spread for the muscle Couple marks on my knuckles Puttin' niggas on bunk status Shoulda been with the bitch ass Now he on a mattress that we bench press PC, get the Fruit Loops Keep tellin' on niggas Why I fuck with that nigga? Nigga made bail but I'm still at rage Should I thank God for the hell I raised? 'Cause the nigga that snitch is gonna feel that grave Like, ain't nothin' to a locc, huh? Went missin' to his folks, I ain't in, I ain't know, huh? They ain't show up to the court, huh? But then charges gotta go, huh? A young nigga back on Fig H-crown on wig Shoe strings say where I'm from On probation and got my gun Other side goin' for that thumb Motherfucker, I'm gangbanging  Nigga I'm blue'd up, blue Chucks Blue tee, nigga I keep it G Nigga, in the streets is where I be I'm up like breakfast while niggas sleep Me and Floyd posted on Fig Getting it in and movin' it out Getting it in and movin' it out I'm holdin' the heat, he's watchin' the block I'm watchin' for cops, I'm holdin' these rocks Fiends keep comin', this shit don't stop When it's war time, niggas get popped We might die for this shit off tops My nigga gonna ride for this Crip, no lie But I ain't dead, yeah, nigga, thank God Money got niggas lookin' at me all odd Punk ass niggas better go get a job Run up on me wrong, bitch, nigga get popped I'm gon' ride for this shit, on Crip A nigga gon' die for this shit then trip 4/5th extendo, with fifty in the clip TF by my side, he stupid with this shit Q in the ride grippin' on the fifth Run up on me wrong My nigga, my nigga, my nigga, I'm gang banging  Uh, might go down for this check, nigga Uh, I might die for this set, nigga I ain't trippin nigga, I ain't slippin' Niggas lyin' sayin' I ain't Crippin' Back to back, me and Tiny smack I said back to back, straight cups of 'gnac Niggas ask, what he signed for? I got an eight ball, I got a Rondo I got an AK when that bitch spray It's like pullin' strings on a lawnmower Last time I seen jail, nigga I was cell livin', getting mail in it I ain't even talkin' mail, nigga Pay-pals for the cell, nigga Hit the streets and cause hell, huh? School of hard knocks, fuck Yale, huh? See me and Traffic like a orca nigga And the black and whites love whale watch Front line like mailboxes 5-12, that's the numbers on it May first, May deuce, May twelfth, members only .45, no numbers on it Scratched down, I'm strapped down Might go down for this shit If I don't then I'm racked down Rank up there with Shaq crown I got a Benji button like Brad Pitt I press that, I'm gettin' rich I might go down for this shit  We might die for this shit nigga Might go down for this shit nigga Gang, gang bangin' that Crip shit We might die for this shit nigga",0.6486486486486487,0.1891891891891892,0.5675675675675675,0.2702702702702703,0.1891891891891892,0.05405405405405406,0.16216216216216217,0.08108108108108109,0.10810810810810811,0.3783783783783784
Night's On Fire,David Nail,Night's On Fire--David Nail,8,18,4,13,10,3,11,6,9,2,45,"Cue the music out the driveway Slow summer on a Friday Here we go again, wild in the wind Mama knows shes gonna be late  Hit the party just to watch her dance Good to go when she grabs your hand Like a shot from a gun, its a dead run The first leg of a getaway plan  You burn rubber when you smoke them tires Days gone and the nights on fire  Shes telling you turn off the highway The sunset melts all the blue away Blackbird watching on the telephone wire Whiskey on her lips and the nights on fire  Littered with stars close enough to touch July promise in the back of that truck Her every move was taking you higher You try to play it cool but the nights on fire  Shes a seat laid back, a boys dream Drawin hearts in the window steam Shes a gettin you right, knows what you like And pours it on like gasoline  When you know what youre headed to Whats a red blooded boy to do  Shes telling you turn off the highway The sunset melts all the blue away Blackbird watching on the telephone wire Whiskey on her lips and the nights on fire  Littered with stars close enough to touch July promise in the back of that truck Her every move was taking you higher You try to play it cool but the nights on fire You try to play it cool but the nights on fire  Shes telling you turn off the highway The sunset melts all the blue away Blackbird watching on the telephone wire Whiskey on her lips and the nights on fire  Littered with stars close enough to touch July promise in the back of that truck Her every move was taking you higher You try to play it cool but the nights on fire You try to play it cool but the nights on fire  You try to play it cool but the nights on fire",0.17777777777777778,0.4,0.08888888888888889,0.28888888888888886,0.2222222222222222,0.06666666666666667,0.24444444444444444,0.13333333333333333,0.2,0.044444444444444446
Guwop Home (feat. Young Thug),Gucci Mane,Guwop Home (feat. Young Thug)--Gucci Mane,19,47,11,11,27,14,26,18,27,6,79,"Might be realer with me nigga Free Guwop We no longer miss you, yeah I know Guwop home We no longer miss you Mike WiLL Made It  Dream, it's a young nigga dream, yeah Money tall like I'm Charlie Sheen, yeah I'm a blood but I got on blue jeans Nigga act so tough and startin' a scene In Blue flame, I'm the trap god Throwing green rain Night sky, mean chain Pull up in a cream Range Orange seats, orange feet What do all that orange mean? Old rich ass nigga I got everything  Rose gold watch, but my bottle pink gold 3 red hoes walking round in red rose Can't stay the night I'm not the type to be on Skype Foo' wrote me off, said that I was gone, that was a typo Take a white girl out a trailor make her Iggy Take a black bitch outta Magic make her Nicki Pissy yellow Rollie, baby pissy on her feelings My young bitches show respect they call me Mr. Millions Brown skin chick and she love to wear purple Her nails purple, lips purple, pussy hair purple Big titty Amazon in my black Benz I'm rich black man got a couple white friends  Dream, it's a young nigga dream, yeah Money tall like I'm Charlie Sheen, yeah I'm a blood but I got on blue jeans Nigga act so tough and startin' a scene  In blue flame, I'm the trap god Throwing green rain Night sky, mean chain Pull up in a cream Range Orange seats, orange feet What do all that orange mean? Old rich ass nigga I got everything  My teeth white like a toilet tissue Stop the captain boy you know you listen We hit the lobby then we saw you kissing Lil momma crazy she gon' try and kill you I got the weed, bring the molly with you I got the syrup, bring the Jolly Ranchers You talk to 12 we gon off your body You tripping boy you need some knowledge in you Boss man from the 12/40 For the clan 12/40 please Living good, everyday my birthday Pockets full of money match the big cake National bid day Free the wop nigga, National Siblings Day Call the dentist day Pull up to the public, come and see the bae Ran it up to the top Get out and ran it back to the top Flood your ear you neck your wrist your fingers your blood I'll hold the rock Say Guwop home and yeah it's official What's wrong with you, ehi  Dream, it's a young nigga dream, yeah Money tall like I'm Charlie Sheen, yeah I'm a blood but I got on blue jeans Nigga act so tough and startin' a scene  In Blue flame, I'm the trap god Throwing green rain Night sky, mean chain Pull up in a cream Range Orange seats, orange feet What do all that orange mean? Old rich ass nigga I got everything  Big Guwop home We no longer miss you, yeah I know Guwop home We no longer miss you  I get what Ran it up to the top Get out and ran it back to the top Flood your ear you neck your wrist your fingers Your blood I'll hold the rock Say Guwop home and yeah it's official What's wrong with you",0.24050632911392406,0.5949367088607594,0.13924050632911392,0.13924050632911392,0.34177215189873417,0.17721518987341772,0.3291139240506329,0.22784810126582278,0.34177215189873417,0.0759493670886076
Make Me... (feat. G-Eazy),Britney Spears,Make Me... (feat. G-Eazy)--Britney Spears,11,6,7,9,2,1,4,4,4,6,20,"Friday, I'm dreaming a mile a minute 'bout somebody This feeling, I wanna go with it, 'cause there's no way We're hiding away from this tonight, oh, this tonight Can tell you want me By the way I see you starin' 'cross the room, babe No shame in the game Just cut the shit, be honest Yeah, you know what you gotta do tonight, do tonight  I just want you to make me move Like it ain't a choice for you, like you got a job to do Just want you to raise my roof Something sensational (oh yeah)  And make me And make me  No rules From the bar to the car, let's take it back to my room Igniting the heat of the moment; let the sparks fuse Blowing up to the ceiling, we're burning bright When we cross the line  'Cause you're the flame I can't do without The fire comes in the sapphire sun There's no way I'm gonna be fighting this tonight, this tonight  I just want you to make me move Like it ain't a choice for you, like you got a job to do Just want you to raise my roof Something sensational (oh yeah)  And make me And make me  Baby, 'cause you're the spark that won't go out My heart's on fire when you're around Make me oooh, oooh, oooh, oooh  (Yeah, Eazy)  I don't care if it's a random person or the biggest star Out in Vegas or little bars Really not a difference if it's near or far Listen, here we are; need you I've always wondered what was off limits Staring at you til I'm caught in this Back and forth like this was all tennis I'm all jealous, you came with someone But we could tell that there's changes coming See I could tell that you're a dangerous woman That means you're speaking my language, come on Now follow me, let's go Like Penelope in ""Blow"" Well worth the stealing you, it's a felony, yeah I know That's why they keep on telling me to let go, yeah  But I need you and I can take you All the way and I'm able To give you something sensational, so let's go, yeah Said I need you and I can take you All the way and I'm able So follow me and I can make you  And make me move, yeah And make me  Baby, 'cause you're the spark that won't go out My heart's on fire when you're around Make me Yeah, you make me",0.55,0.3,0.35,0.45,0.1,0.05,0.2,0.2,0.2,0.3
Cruel,Snakehips,Cruel--Snakehips,5,3,4,4,2,2,1,3,1,3,8,"Cab radio screaming Noise and tears Death on the TV And then there's you It's fucked, it's crazy I can't concentrate Just see your eye and uhmm  Back where we left off Watch you take your dress off I've been by myself remembering you Your body hurts me, Loopin' 'round like CCTV In all this bitterness, You stay so sweet  It's such a CRUEL world Saving all my love for you, girl It's such a CRUEL world Maybe I'll find something good, girl  Some peeked at the party All scraped and bruised A dead eyed actress girl And then there's you Venus in Converse You put a spell on me And you're lockin' the bathroom door for us  Back where we left off Watch you take your dress off I've been by myself remembering you Your body hurts me Loopin' 'round like CCTV In all this bitterness, You stay so sweet  It's such a CRUEL world Savin' all my love for you, girl It's such a CRUEL world Maybe I'll find somethin' good, girl  Who do you love? Who do you love? Who do you love? Who do you love?  Just see your eye and Back where we left off Help you take your dress off I've been by myself remembering you Your body hurts me Loopin' 'round like CCTV In all this bitterness you stay so sweet  It's such a CRUEL world Savin' all my love for you, girl It's such a CRUEL world  (Maybe I'll find somethin' good, girl)  It's her eyes in Hollywood We ain't slept for days Perfect disaster, me & you.",0.625,0.375,0.5,0.5,0.25,0.25,0.125,0.375,0.125,0.375
Welcome To Your Life,Grouplove,Welcome To Your Life--Grouplove,6,13,2,4,6,6,3,3,11,4,21,"We're back in business You're such a big mess And I love you Yeah, I love you  We're back in business You're such a big mess And I love you Yeah, I love you  Mean man, promised land Nothing but a devil's hand Trying to keep saying I feel okay Telling myself this now for days  Mean man, machine man I've been nothing but a puppets hand But nothing ever comes Without a change  Welcome to your life, yeah, yeah It could be a fantasy, yeah, yeah Welcome to your world, my girl Let it be your fantasy, oh yeah  We're back in business You're such a big mess And I love you Yeah, I love you  We're back in business You're such a big mess And I love you La la, love you  Been wondering, I take a chance That chance is circumstance Cause nothing ever comes without a change  Welcome to your life, yeah, yeah It could be a fantasy, yeah, yeah Welcome to your world, my girl Let it be your fantasy, oh yeah  Yeah, I've figured it out, I've seen the unknown Like a shot in the dark, I'll carry you home Ask a wise man He'll say what's been done All the roads in this world Were made by the young, by the young  Hey, here's the deal We're back in business Hey, here's the deal We're back in business Hey, here's the deal You're such a big mess And I love you Yeah, I love you  Welcome to your, welcome to your Welcome to your world, my girl Let it be your fantasy, oh yeah Welcome to your life, yeah, yeah It could be a fantasy, oh yeah",0.2857142857142857,0.6190476190476191,0.09523809523809523,0.19047619047619047,0.2857142857142857,0.2857142857142857,0.14285714285714285,0.14285714285714285,0.5238095238095238,0.19047619047619047
Starving,Hailee Steinfeld,Starving--Hailee Steinfeld,10,4,6,3,1,3,0,2,0,3,14,"You know just what to say Shit, that scares me I should just walk away but I can't move my feet The more that I know you, the more I want to Something inside me's changed I was so much younger yesterday, oh  I didn't know that I was starving 'til I tasted you Don't need no butterflies when you give me the whole damn zoo By the way, right away, you do things to my body I didn't know that I was starving 'til I tasted you (I didn't know that I... I didn't know that I... 'til I tasted you) (I didn't know that I... I didn't know that I... 'til I tasted you) By the way, right away, you do things to my body I didn't know that I was starving 'til I tasted you  You know just how to make my heart beat faster Emotional earthquake, bring on disaster You hit me head on, got me weak in my knees Yeah, something inside me's changed I was so much younger yesterday, aye So much younger yesterday, oh, yeah  I didn't know that I was starving 'til I tasted you Don't need no butterflies when you give me the whole damn zoo By the way, right away, you do things to my body I didn't know that I was starving 'til I tasted you (I didn't know that I... I didn't know that I... 'til I tasted you) (I didn't know that I... I didn't know that I... 'til I tasted you) By the way, right away, you do things to my body I didn't know that I was starving 'til I tasted you You, yeah, 'til I tasted you (I didn't know that I... I didn't know that I... 'til I tasted you) By the way, right away, you do things to my body I didn't know that I was starving 'til I tasted you  The more that I know you, the more I want to Something inside me's changed I was so much younger yesterday",0.7142857142857143,0.2857142857142857,0.42857142857142855,0.21428571428571427,0.07142857142857142,0.21428571428571427,0.0,0.14285714285714285,0.0,0.21428571428571427
Hurts So Good,Astrid S,Hurts So Good--Astrid S,17,14,14,14,8,10,9,12,14,1,35,You fight off me like a fire fighter  So tell me why you still get burnt  You say you're not but you're still a liar  Cuz I'm the one that you run to first   Everytime why do you try to deny it  When you show up every night  And tell me that you want me but it's complicated  So complicated   When it hurts but it hurts so good  Do you take it? Do you break it off?  When it hurts but it hurts so good  Can you say it? Can you say it?   Your love is like  Your love is like  It hurts so good  Your love is like  It hurts so good   Everytime that I swear it's over  It makes you want me even more  You pull away and I come in closer  And all we ever stay is torn   Baby I don't know why I try to deny it  When you show up every night  I tell you that I want you but it's complicated  So complicated   When it hurts but it hurts so good  Do you take it? Do you break it off?  When it hurts but it hurts so good  Can you say it? Can you say it?   Your love is like  Your love is like  It hurts so good  Your love is like  It hurts so good   Wide awake through the daylight  Will you hold me like we're running a yellow light  Reach for you with my hands tied  Are we dancing like we're burning in paradise   When it hurts but it hurts so good  Do you take it? Do you break it off?  When it hurts but it hurts so good  Can you say it? Can you say it?   Your love is like  Your love is like  It hurts so good  Your love is like  It hurts so good,0.4857142857142857,0.4,0.4,0.4,0.22857142857142856,0.2857142857142857,0.2571428571428571,0.34285714285714286,0.4,0.02857142857142857
Work REMIX,A$AP Ferg,Work REMIX--A$AP Ferg,22,18,12,13,12,9,11,10,14,10,40,"$AP Ferg:I gotta close the window before I record Cause New York don't know how to be quiet Stand up! Ferg...  Coogi, down, to the, socks, like I'm, Biggie poppa (Baby!) Keep your girl hit in my Tommy boxers But really though, she a silly ho, cause you know the Fergenstein getting plenty dough She don't get nothin' from a nigga though; all she get is hard dick and some Cheerios Kinda silly though, but I'm lyrical, bet I put him in the dirt with the penny loafs No tint though, on my window, so you see a nigga shining in the Benzo Ballin'! Got me feelin' like Jim Jones I'm a pimp though, no limp though, couldn't copy my style in Kinkos Put in work, run up on a killer then I put him in the dirt Run up in the buildin', semi gon' squirt, that's what a nigga get when they gettin' on my nerves I ain't lyin' - lay 'em on the curb, ridin' on a killer who be coming at Ferg! (Damn!) Girl you twerk, twerk that kitty girl make it purr Put in work, Flacko put 'em in the dirt French got the shovel he gon' put him in the earth, Trinidad maniac with a all gold hearse Yeah, uh, put in work, Schoolboy Q with a pound of the purp So much work he'll smoke up the Earth - Polo Ground, A$AP World  rench Montana:That ain't Kanye That's Montana - loose cannon He shot me so I had to do it Put him in the dirt, put him in it first I just sold a swammy with ten homies on it Her ass fat, you could park ten Tahoes on it When they mask up, comin' for your ice When they bare-faced, they comin for your life Baby don't pray for me pray for the weak I'm drinkin' lean, it help me sleep Illuminati? I'm from the streets Never sold my body, we takin' bodies  $AP Ferg:Put in work, put in work Put in work, put 'em in the dirt  rinidad James:Shout out that motherland, 12 years old with guns in hand They don't ask no questions, nigga, all they do is BANG! BANG! BANG! They don't ask no questions All they do is BANG! BANG! I said I do this for them shottas, Trinidad I love ya I do this for them shottas, Jamaica I'm your brother I know a bitch from VI, yeah yeah yeah that's my partner You got a problem with it, then, then, then, then that's your problem I fuck with Asian niggas, and I fuck with Migos I fuck with Haitian niggas, all they speak is Creole I said all I speak is real, y'all niggas might hate me but That don't get no deal, I said no that don't get no deal I just now got my deal, but I been gettin' this money No green card in this struggle, immigration give you nothing But, work... work... work  $AP Ferg:Put in work, put in work Put in work  cHoolboy Q:YAWK! YAWK! YAWK! YAWK! A lotta niggas died, should've been from Hoover Street No I do not have a car, but I could buy one every week Pimpin' like I'm 33, move keys like I'm 36 Ship O's like I'm 28, Tacoma know I'm pushin' weight O-X-Y I'm in your state, eatin' off your dinner plate My heart live where Santa stay, super fly, I need a cape Bitches throwin' pussy back and forth, they on my dick Passion drippin' off her lip, she say she never had a crip Uh, put in work, all big booties make ya twerk All big titties lift your shirt, show a player what you're worth Yeah, put in work, spray his ass in front the Church Deacon said I did my shit, the pastor said, ""That nigga turnt"" Pop my collar on my shirt, make these bitches go berserk Shippin' units, Captain Kirk, takin' xannies poppin' percs Might not last, I'll bomb ya first, turn your backseat to a hearse Back to the lab with mother Earth, had to give Young Ferg a verse  $AP Rocky:A lot of homies cried, due to crimes, homicide Drivin' by, poppin' nines, Pakistan, Columbine Out of line, pistols barkin' ""Ar! Ar!"" ride or die Write a script, design a line, all I see is dollar signs You want that pretty Flacko? Ratchets, designer jackets The same niggas who jack it be the first who claim we faggots My bitch is a movie actress, side bitch won a beauty pageant Got a chick that worked at Magic, but I'm so damn fine make a bitch look average See my daddy in heaven, right next to Ferg's You know what's up I'm throwin' bucks, Loaded Lux (Put in work!)",0.55,0.45,0.3,0.325,0.3,0.225,0.275,0.25,0.35,0.25
No Shopping,French Montana,No Shopping--French Montana,4,11,3,5,5,3,13,1,4,1,19,"Sippin' on the drank, sippin' on the drank Sippin' on the drank, sippin' on the drank All about the mula, all about the mula Word to the bird, I ain't never take her fur shoppin'  Runnin' through them keys way before Khaled Runnin' with the pushas way before Malice Word to the five, I'm the one like four minus Caught her off the rebound, Ben Wallace, gave her four dollars Sippin' on the drank, sippin' on the drank Sippin' on the drank, I ain't tryna think When it get hot, bodies start droppin' Hit the strip club, told them hoes gon' get the moppin' Word to Diddy, we Cirocin' Word to Biggie, we'll be Pac-in' I just bought Selena's crib, I'm poppin' I just told Drizzy, ""Let me take Serena to the tropics"" Sippin' on the drank, sippin' on the drank Sippin' on the drank, I ain't tryna think Sittin' high, 6 God cover Tell them hoes get low, 6 God comin'  Sippin' on the drank, sippin' on the drank Sippin' on the drank, sippin' on the drank All about the mula, all about the mula Word to the bird, I ain't never take her fur shoppin'  Pump, pump, pump it up She got a good head on her, but I pump it up I'm not a one hit wonder, they know all my stuff You let me turn into the nigga that you almost was I done seen a lot of shit and I done been in things And I never started nothin', I just finish things And I'm sell off like the man that brought me in this thing How you out here celebratin' like the winnin' team? No, calm down, calm down Shit ain't how you think it is, take a look around I'm supposed to be on a vacation right now But I'm home wildin', word to DJ Khaled Back with another one I'm steady droppin' bombs on your head top Been that way since I could make your bed rock I'm on Bloor where you can't shop Bitch I just rapped and it went pop Next move better than my last move Your next move can't erase your past moves Took her out once she got attached to him Ring, ring, click, I'll get back to 'em You don't really want the views You don't want a snapshot of things goin' on with the crew You don't wanna hear Not Nice did thirteen And did another two for some other shit he didn't do Last week, Budden runnin' in the room This week sold one point two Yeah, it's a Boucheron baby boy Yeah, and I know Taraji like I'm baby boy And I fuck with Weezy and I'm Baby boy Yeah we the Army, better yet the Navy, boy  Sippin' on the drank, sippin' on the drank Sippin' on the drank, I ain't tryna think All about the mula, all about the mula Word to the bird, I ain't never take her fur shoppin' Sippin' on the drank, sippin' on the drank Sippin' on the drank, I ain't tryna think All about the mula, all about the mula Word to the bird, I ain't never take her fur shoppin'  The birds want rings and tings, you know But we'll never take the bird shoppin', you know Still, you already don't know Big up, Six God Haaaan, skrrt, skrrt!",0.21052631578947367,0.5789473684210527,0.15789473684210525,0.2631578947368421,0.2631578947368421,0.15789473684210525,0.6842105263157895,0.05263157894736842,0.21052631578947367,0.05263157894736842
It Don't Hurt Like It Used To,Billy Currington,It Don't Hurt Like It Used To--Billy Currington,14,3,13,10,0,0,2,12,3,5,17,"I had a couple beers with one of my friends Told him just how our story ends Did all I could to try to make it work But you drug my heart through the Alabama dirt  I've been out the house, climbin' them walls Checkin' that calendar, exin' days off Hit another bar, call another friend Throw a few down, tell the story again  Hey, hey, what can I say? I can just lie and say it's all okay Oh-ho, what can I do? Been goin' through Hell gettin' over you But it don't hurt, it don't hurt like it used to No it don't hurt, it don't hurt like it used to  I'm finally gettin' out back into the world Life is good, I met me a girl She got a beautiful heart, eyes are blue I don't hardly ever think about you  Hey, hey, what can I say? I can just lie and say it's all okay Oh-ho, what can I do? Been goin' through Hell gettin' over you But it don't hurt, it don't hurt like it used to No it don't hurt, it don't hurt like it used to  Sometimes I find peace of mind in a bottle of wine Sometimes I break down and cry  Hey, hey, what can I say? I can just lie and say it's all okay Oh-ho, what can I do? Been goin' through Hell gettin' over you  Hey, hey, what can I say? I can just lie and say it's all okay Oh-ho, what can I do? Been goin' through Hell gettin' over you But it don't hurt, it don't hurt like it used to No it don't hurt, it don't hurt like it used to No it don't hurt, it don't hurt like it used to  It don't hurt, it don't hurt like it used to",0.8235294117647058,0.17647058823529413,0.7647058823529411,0.5882352941176471,0.0,0.0,0.11764705882352941,0.7058823529411765,0.17647058823529413,0.29411764705882354
Waybach,Gucci Mane,Waybach--Gucci Mane,13,10,11,8,17,3,9,6,6,8,35,"Way, lemon Way, way, way, way, way Wap, wap, wap It's Gucci! Wizzop  Ridin' in the 'Bach with the seat way back This white on white Maybach, I call it payback Yeah you know I fuck with Zaytoven, we go way back I'd rather rap a Zay track than a Dre track Catch me flushin' down the street with the top way back I had to give these bad bitches somethin' to wave at Man y'all know I fuck with Mike Will, we go way back Now let's bring the trap back nigga, Gucci Mane back nigga  I'm the bestest, I'm the freshest ever stepped on the scene I mean what I say, I say what I mean Keep a rocket in my pocket like my name was Hakeem Somebody had the picture, she thought it was a dream A college chick dream big man on campus All these folks impersonate me like Elvis Too much sauce and I'm not selfish I rule with a nine bitch wrapped in Velvet The seat way back and the top laid back Her waist real small but that ass real fat She get turnt up and you can't turn back She make my dick stand up, I push them legs way back  Ridin' in the 'Bach with the seat way back This white on white Maybach, I call it payback Yeah you know I fuck with Zaytoven, we go way back I'd rather rap a Zay track than a Dre track Catch me flushin' down the street with the top way back I had to give these bad bitches somethin' to wave at Man y'all know I fuck with Mike Will, we go way back Now let's bring the trap back nigga, Gucci Mane back nigga  I'm the slickest, I'm the richest ever rapped on the track In the S600 with the seat way back 1017 mob boss, I don't play that I'll get your whole head knocked off if you say that I had a long nosed .38 way way back I sent a nigga to the pearly gates way-way back They thought that Gucci Mane was soft now they don't think that Please get that devilish juice away from me, I don't drink that My own clothing line Delantic, yeah I read that You heard Atlantic dropped Gucci? Why would they do that? I lost 200k in Vegas, yeah man I blew racks Man get these broke ass niggas away from me, they ain't worth two stacks It's Gucci  Ridin' in the 'Bach with the seat way back This white on white Maybach, I call it payback Yeah you know I fuck with Zaytoven, we go way back I'd rather rap a Zay track than a Dre track Catch me flushin' down the street with the top way back I had to give these bad bitches somethin' to wave at Man y'all know I fuck with Mike Will, we go way back Now let's bring the trap back nigga, Gucci Mane back nigga",0.37142857142857144,0.2857142857142857,0.3142857142857143,0.22857142857142856,0.4857142857142857,0.08571428571428572,0.2571428571428571,0.17142857142857143,0.17142857142857143,0.22857142857142856
Kryptonite,3 Doors Down,Kryptonite--3 Doors Down,5,16,5,4,7,0,11,5,9,1,27,"Well I took a walk around the world to ease my troubled mind I left my body lying somewhere in the sands of time But I watched the world float to the dark side of the moon I feel there's nothing I can do, yeah  I watched the world float to the dark side of the moon After all I knew it had to be something to do with you I really don't mind what happens now and then As long as you'll be my friend at the end  If I go crazy then will you still call me Superman? If I'm alive and well, will you be there a-holding my hand? I'll keep you by my side with my superhuman might Kryptonite  You called me strong, you called me weak But still your secrets I will keep You took for granted all the times I never let you down  You stumbled in and bumped your head If not for me then you'd be dead I picked you up and put you back on solid ground  If I go crazy then will you still call me Superman? If I'm alive and well, will you be there a-holding my hand? I'll keep you by my side with my superhuman might Kryptonite  No no no no no no  If I go crazy then will you still call me Superman? If I'm alive and well, will you be there holding my hand? I'll keep you by my side with my superhuman might Kryptonite  Yeah!  But if I go crazy then will you still call me Superman? If I'm alive and well, will you be there a-holding my hand? I'll keep you by my side with my superhuman might Kryptonite  Oh whoa whoa Oh whoa whoa Oh whoa whoa",0.18518518518518517,0.5925925925925926,0.18518518518518517,0.14814814814814814,0.25925925925925924,0.0,0.4074074074074074,0.18518518518518517,0.3333333333333333,0.037037037037037035
Californication,Red Hot Chili Peppers,Californication--Red Hot Chili Peppers,7,16,4,3,12,6,12,2,13,4,24,"Psychic spies from China try to steal your mind's elation Little girls from Sweden dream of silver screen quotations And if you want these kind of dreams, it's Californication  It's the Edge of the world and all of western civilization The sun may rise in the East, at least it's settled in a finer location It's understood that Hollywood sells Californication  Pay your surgeon very well to break the spell of aging Celebrity skin, is this your chin or is that war you're waging? First-born unicorn Hardcore soft porn  Dream of Californication Dream of Californication  Marry me, girl, be my fairy to the world, be my very own constellation A teenage bride with a baby inside, getting high on information And buy me a star on the Boulevard, it's Californication  Space may be the final frontier, but it's made in a Hollywood basement And Cobain, can you hear the spheres singing songs off Station to Station? And Alderaan's not far away, it's Californication  (Ooh ooh) (Ooh ooh)  (Ooh ooh) Born and raised by those who praise control of population (Ooh ooh) Everybody's been there and I don't mean on vacation (Ooh ooh) First-born unicorn (Ooh ooh) Hardcore soft porn  Dream of Californication Dream of Californication Dream of Californication Dream of Californication  Destruction leads to a very rough road, but it also breeds creation And earthquakes are, to a girl's guitar, they're just another good vibration And tidal waves couldn't save the world from Californication  (Ooh ooh) (Ooh ooh)  (Ooh ooh) Pay your surgeon very well to break the spell of aging (Ooh ooh) Sicker than the rest, there is no test, but this is what you're craving (Ooh ooh) First-born unicorn (Ooh ooh) Hardcore soft porn  Dream of Californication Dream of Californication Dream of Californication Dream of Californication",0.2916666666666667,0.6666666666666666,0.16666666666666666,0.125,0.5,0.25,0.5,0.08333333333333333,0.5416666666666666,0.16666666666666666
Chop Suey!,System of a Down,Chop Suey!--System of a Down,23,10,18,11,9,6,20,18,5,3,49,"We're rolling ""Suicide"".  Wake up (wake up) Grab a brush and put on a little makeup Hide the scars to fade away the shakeup (hide the scars to fade away the) Why'd you leave the keys upon the table? Here you go, create another fable  You wanted to Grab a brush and put a little makeup You wanted to Hide the scars to fade away the shakeup You wanted to Why'd you leave the keys upon the table? You wanted to  I don't think you trust In my self-righteous suicide I cry when angels deserve to die  Wake up (wake up) Grab a brush and put on a little makeup Hide the scars to fade away the (hide the scars to fade away the) Why'd you leave the keys upon the table? Here you go, create another fable  You wanted to Grab a brush and put a little makeup You wanted to Hide the scars to fade away the shakeup You wanted to Why'd you leave the keys upon the table? You wanted to  I don't think you trust In my self-righteous suicide I cry when angels deserve to die In my self-righteous suicide I cry when angels deserve to die  Father (father) Father (father) Father (father) Father (father) Father, into your hands I commit my spirit Father, into your hands  Why have you forsaken me? In your eyes forsaken me In your thoughts forsaken me In your heart forsaken me, oh  Trust in my self-righteous suicide I cry when angels deserve to die In my self-righteous suicide I cry when angels deserve to die",0.46938775510204084,0.20408163265306123,0.3673469387755102,0.22448979591836735,0.1836734693877551,0.12244897959183673,0.40816326530612246,0.3673469387755102,0.10204081632653061,0.061224489795918366
