,anger_percent,sadness_percent,joy_percent,Counts
0,0.12431064257187349,0.21328673595007822,0.16180836283713543,172
1,0.0897115695641091,0.1338449039857131,0.4976349723651372,146
2,0.40759848670768634,0.29430123813437326,0.22900099361819026,158
